faust_number,isbn,book_title,book_author
62511737,,Skyggezone,Hanne Strager
53729436,,"Til lykke, Bella!",Per Østergaard (f. 1950)
52870100,,Postmand Per - bortløbet specialpostpakke,
29128421,9788792685087,Jane Eyre,Charlotte Brontë
54167385,9788702254266,Når man kalder på døden,Joy Lieberkind
51381696,,Paper towns,John Green (f. 1977)
39472104,,Du skylder ikke nogen at være smuk,Florence Given
53847811,9788702154078,Sam og Sigge,Lin Hallberg
53614612,,"Ask, Bo og Bøf","Cecilie Bogh,Andreas Munk Scheller,Kenneth Jakobsen Bøye"
53997376,9788791901706,Modne mænd,
48198287,9788726312546,My little pony - Equestria girls - venskabslegene,Perdita Finn
52184398,9788711513804,Drengen som var verdens bedste fodboldspiller,Søren Anker Madsen
26493021,,Skjoldmø,Josefine Ottesen
52934486,,Lille Krokodille bløder,Birde Poulsen (f. 1953)
53834035,9788702145564,Vitello gør en god gerning,
135483311,9788775710607,Emmas bog,Katrine Wessel
38850768,9788726845112,Kampklar,
52215773,,Mercedesmanden,Stephen King (f. 1947)
48308597,9788253542805,Historiens værste seriemordere. 3,
136340328,9788770309158,B - se dig om ved alle døre,Lars Thomassen (f. 1968)
48566162,9788726049985,Flodpølsen,Søren Vagn Jacobsen (f. 1946)
47468914,,Skolen med magiske dyr - hvor er mr. M?,Margit Auer
51810163,9788771592481,Hjernesmarte børn,Anette Prehn
134911735,,Alle lykkelige familier,Hervé Le Tellier
52729696,,En gal gås,Grete Wiemann Borregaard
28942478,9788711406250,Lime's billede,Leif Davidsen
39309467,,Karla Kat skal i skole,Maiken Ísberg
46318951,,Ubåd,Per Østergaard (f. 1950)
52988950,,"Dyk så, Karl!",Dorte Lilmose
27921000,,Mit stamtræ,Lotte Salling
54816219,9788758832272,Den feje helt,J. R. Ward
52869234,9788763850346,Alt om at være pige - mens alle andre kysser,Camilla Wandahl
51663217,,Olivia og Anton holder fest,Katerina Janouch
52910854,9788711735626,Svendman,Kim Fupz Aakeson
28900651,,Pigen fra Auschwitz,Morten Vestergaard
29464979,9788771053692,Katla & Knøs. 1,Peter Gotthardt
61656901,9788775718856,Den største gave,Katrine Wessel
38873644,,Hvorfor nu?,Carey Heywood
47939216,,Christian Eriksen,Troels Gollander
46158377,,De 5 i smuglerreden,Enid Blyton
48876897,9788726381405,Bibelens myter og sandheder,
28078404,9788764503913,Politiets verden. 1,
46145054,,Et hul i en hæk,Kirsten Ahlburg
47254418,,Slik,Tine Kirkegaard Jensen
62603607,,Faust,Gustaf Skördeman
54464312,9788711862841,Alias Alex,Jenn Bennett
52196876,9788771711516,Når voksne leger II,Anne Rosengård
62592885,,En historie om mennesket,Rane Willerslev
29980675,9788764463897,Én af os sover,Josefine Klougart
46487184,,Det knuste rige,Erin Watt
47482402,,Hvor flodkrebsene synger,Delia Owens
61405194,,Turen går til Californien & vestlige USA,Preben Hansen (f. 1956)
50894274,9788711383124,Laudrup - et fodbolddynasti,
47754399,,Stormen,Steve Sem-Sandberg
38487205,,Alt det vi ikke vidste,Karen M. McManus
39509385,,Rummet,Ruth Symons
54872712,9788711906323,Alene jorden rundt,Line Friis Frederiksen
53848265,9788702217339,Den lange vinter,Laura Ingalls Wilder
48943004,,"Drengen, muldvarpen, ræven og hesten",Charlie Mackesy
52530318,,Køkkenhæklerier,Helle Eline Juul
47155401,,Lille Myr,Benji Davies
62243805,,De glemte vogtere,Andreas Boeskov
48639089,,Mystiske steder i verden,"Dylan Thuras,Rosemary Mosco"
53479448,,"LEGO Ninjago, masters of spinjitzu - bogen om spinjitzu",
47559049,,Eventyr om modige og seje piger,Susanna Davidson
46921372,9788793834057,Hilsen fra Båstad,Jenny Fagerlund
50548031,,Kaptajn Sharky hjælper hvalerne,Jutta Langreuter
54962363,9788726080315,Snemonstret,
52013747,,Byggeplads vrimlebog,
45947386,,Vudu Vampyr,Randi Solvang
38720708,9788793983366,Offermageren,Viveca Sten
52276934,,Drivhuset,"Jesper Carl Corfitzen,Bente Mortensen"
51975804,,Kaninen der så gerne ville sove,Carl-Johan Forssén Ehrlin
38565826,,Spirit - rider frit - det store æbleeventyr,G. M. Berrow
51475224,,Asta og den lille søster,Trine Bundsgaard
48885101,9788711988763,"Ude skidt, hjemme bedst",Nikolaj Stokholm
47250269,,Abekongens hævn,Kasper Hoff
52058244,,Yin yoga. Vol. 1,Yvonne Hansen (f. 1959-09-23)
29175217,,Lille hjerte,Katrine Marie Guldager
48015824,9788702303681,Veronika lyder som harmonika,Rebecca Bach-Lauritsen
53121128,,Parfumesamleren,Kathleen Tessaro
38565818,,Min bog om dinosaurer,Liesbet Slegers
54102879,,Smart i en fart,Karoline Dahrling Hughes
61745319,,Nikkis dagbog - historier fra en ik' specielt god BFF,Rachel Renée Russell
39010496,9788726684926,Elsas iskolde redningsaktion,
38258931,,Triceratops,Per Østergaard (f. 1950)
47917328,,Det har jeg altid sagt,Kirsten Birgit Schiøtz Kretz Hørsholm
51868803,,Over sløret,Nicole Boyle Rødtnes
51660951,,Vilhelms værelse,Tove Ditlevsen
27655823,,Nina Kanin i Ådal,
27258395,,Frække Friderik,Ole Lund Kirkegaard
47899079,,Den lille havfrue,Anna Milbourne
51881036,,Hjertets dannelse,Erling Jepsen (f. 1956)
38803131,,Kaliffen,Nis Jakob
28913060,9788711401897,Bogtyven,Markus Zusak
52401852,,Gloria løber væk,Birgitte Bregnedal
52595649,,Star wars - komplet guide til Galaksen,Kristin Lund
47080126,,Enhjørningefeerne - stjernemagi,Zanna Davidson
51110250,,Læserne i Broken Wheel anbefaler,Katarina Bivald
46496531,9788726181593,Rasmus Klump møder Ursula,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)"
29991111,9788711378588,Guide til et godt kærlighedsliv,Christine Byriel
52890217,9788762728073,Giftige dyr,Emily Bone
61859357,,Sense express,Suzy Wengel
29618496,,En høstdag med William og Elise,Kirstine Guldager Madsen
38369636,9788702302042,Amandas valg,Sara Ejersbo
45943755,,"Pyt, Petra!",Marie Duedahl
47963419,9788726264425,Følelsernes kompas,Mia Skytte O'Toole
52060206,,Jens og Liv på tur,Maria Rørbæk
52504856,,Dyr i natten,Per Straarup Søndergaard
47821037,9788702300345,Vitello redder verden,Kim Fupz Aakeson
48935036,9788740068306,Det perfekte mord,Stine Bolther
25248864,,Strik & sy til dukken,Anne-Marie Øby
27333990,,Søslangen Sepron,Adam Blade
39232782,9788726950144,Blinde vinkler,Louise Roholte
53016804,,Bambi,
47583314,9788726300215,Klokkeblomst og vingernes hemmelighed,
29231281,9788770898737,Roseanna,"Maj Sjöwall,Per Wahlöö"
51221990,,Bli'r jeg nogensinde god nok?,Karyl McBride
53805248,,Forskningsmetode i praksis,Jens Thisted (f. 1952)
55114269,9788702274615,Bogen om Kim Wall,
46656075,,En og to,Kirsten Ahlburg
54862261,,Pedro er pirat,Marie Duedahl
47996708,9788702295542,Sandheden om Lucy,Ib Michael
27999581,,Hvor er den lille viking?,Joachim Krause
38814338,9788794155168,Den lille guide til minimalisme,Jane Ibsen Piper
50754294,,Modig,
53077056,,Cottagehave,Jytte Aggerholm Justesen
47534569,,Gurli er vild med gul,Marie Duedahl
50601838,9788771052268,Vildheks. 4,Lene Kaaberbøl
52600596,,Italien,Duncan Garwood
47679737,,Min største hemmelighed - Basma,Kit A. Rasmussen
38427911,9788726576764,Disneys seks vidunderlige godnathistorier,
38470132,9788726761054,Fra Grønland til Stillehavet,Knud Rasmussen (f. 1879)
52480124,,Mia og nøglen,Kirsten Ahlburg
39472252,9788762523777,Messi,Troels Gollander
29265887,,Helens bog om børn & søvn,Helen Lyng Hansen
48134955,,Sandgrav,Helene Tursten
54769822,,"Hvor jeg var barn, var der isbjørne",Anne Knudsen (f. 1948)
46338863,9788763853149,Rejsen over stepperne,Jean M. Auel
53780415,9788711934906,"Opfindelser, strikkede huer og en dum kat",Rasmus Bregnhøi
50674665,,"Jubi, jeg har ferie!",Kirsten Ahlburg
52288959,,Zoo,Troels Gollander
54997604,9788702276749,Karlsson på taget flyver igen,Astrid Lindgren
39509334,,T-rex og andre tyrannosaurer,Johan Egerkrans
134167882,,Fynsk forår,Annette Danielsen
46943392,,En hule af sne,"Sanne Haugaard,Pia Aagesen"
54189273,9788702245226,Spionerne der kom ind med varmen,Jens Høvsgaard
62435976,9788775780068,Altid ved din side,Nikola Scott
47619866,,Detektormanden,Jens Jørgen Hansen (f. 1961-01-10)
46688392,,De 5 på lejrtur,Enid Blyton
54365527,9788711966822,Rapunzel,
47582695,9788726073904,På sporet,
39262193,9788702327786,Alt om at være pige - mens alle andre kysser,Camilla Wandahl
29981361,,Livsfarlig ledelse,Christian Ørsted
54768869,9788793629431,Ar,Auður Ava Ólafsdóttir
29607346,9788764506501,Et hjem til Frankie,Maeve Binchy
25924665,,Drageherren. Bind 2,
62432772,,Jeg sidder på potte,
29364621,9788770538169,Solstorm,Åsa Larsson
29934568,,"Dumme lillebror, sagde krokodillebarnet",Maria Rørbæk
26467276,,Ninjaer i natten,Mary Pope Osborne
52557216,,Momo,Michael Ende
29395446,,Nanas mobil,Jørn Jensen (f. 1946)
52297788,,Palles far tryller,Jørn Jensen (f. 1946)
46959256,9788726058970,Berømte skandalesager fra vor tid,Georg V. Bengtsson
38696696,,Jeg er genert,Aurélie Chien Chow Chine
52906385,,Lulu i Zoo,Susanna Hartmann
52911877,,Zombien Zom - Zom skal i skole,Ellen Holmboe
29957045,,Kvinden der forsvandt,Gillian Flynn
53916627,,Kalypso,Ingar Johnsrud
47259991,,Kør din plov over de dødes knogler,Olga Tokarczuk
53917615,,Pas godt på din kanin,Fiona Patchett
23993724,,Lev i nuets kraft,Eckhart Tolle
53250807,,Weekend,Sabine Lemire
48139639,9788702259827,Gå-bogen,Bente Klarlund Pedersen
38454161,,Anna savner mor,Kathleen Amant
50704025,,Julebogen,Sabine Lemire
28771711,,Gys til alle,"Grete Wiemann Borregaard,Tove Krebs Lange"
51886798,,Blød babystrik,Sanna Mård Castman
47582938,9788793681644,Gravesen,Chris Sweeney
52721253,,Inger & Carlo hjælper med at lave mad,Helen Lyng Hansen
48709478,9788726671285,De stumme piger,Steffen Jacobsen (f. 1956)
48482104,,Corona,Per Østergaard (f. 1950)
38997831,,5 minutter i godnat,
135005304,,En drøm om skønhed,Laura Baldini
53761747,,Ti lækre pølser,Michelle Robinson
38540335,,Sceneskift,Kristen Callihan
52675499,9788758824833,Heksejægerens bytte,Pernille Eybye
52339405,,Lyn på Nyø,Grete Wiemann Borregaard
46415256,9788740054491,"Livet er let, bare rolig",Agnès Martin-Lugand (f. 1979)
47140773,9788702281194,Jagten,Elle Kennedy
53562639,,Det europæiske forår,Kaspar Colling Nielsen (f. 1974)
54165110,9788740023787,Tab 12 kilo på 12 uger,"Henrik Duer (f. 1973),Stine Junge Albrechtsen"
29904324,9788799611102,Nomertræets helte,Jan Kjær (f. 1971)
52364337,,Den hengivne hr. X,Keigo Higashino (f. 1958)
135425818,,At tale med de døde,Anna Jansson
27986455,,Den nye selvforsynende have,John Seymour (f. 1914)
61783679,9788794284493,Forkert,Inge Schützsack Holm
39163136,9788726890532,Maskemanden,Lotte Petri
38242539,9788711994764,Dronningen af intet,Holly Black
48226205,9788711919750,Minimund,"Frida Brygmann,Thomas Korsgaard (f. 1995)"
38711326,9788726532050,Prinsessens døtre,Jean P. Sasson
28680473,,Der er en baby i mors mave,
48381332,9788793983021,Den franske fotograf,Natasha Lester
48630332,,"Mas nu, Jo",Helle Dyhr Fauerholdt
38720643,,En vild flugt,Nicole Boyle Rødtnes
38865986,,199 ting i naturen,
39591618,,Bogen du ville ønske dine forældre havde læst,Philippa Perry
134156988,,Turen går til Lissabon,Frank Sebastian Hansen
45929116,,Yoga Bille Dille,Sarah Jane Hinder
50607089,9788756708197,Det taler vi ikke om,Anna Grue
46749332,9788758837376,Skyggebrødre,J. R. Ward
47939135,,Huset uden ende,Mathilde Walter Clark
136675613,,Endnu en dag i Guds skaberværk,Katrine Marie Guldager
48497314,9788726340457,Disneys fem minutters sjov med Minnie Mouse,
53602215,9788711823453,Bænken og andre noveller,Martha Christensen (f. 1926)
46615182,,En rigtig græskarmand,Patricia Toht
47756707,,Livet i skoven - hvem bor her?,
62378506,9788702331349,Tjeneren og hans søster,Dorrit Willumsen
39186845,,Den store Tonni2Ton,
62921986,9788702374018,Tryg søvn,Sine Ditlev Bihlet
47469023,,"Kom nu, Sille",Sofia Rådström
46039343,,Er det din sko?,Kirsten Ahlburg
62378174,9788758847764,Ísliljas fortælling,Sidsel Katrine Slej
46455339,,Vandreture i Sverige,Jørgen Hansen (f. 1951-05-06)
53625533,9788763856287,Jul på Stony Cross Manor,Lisa Kleypas
47882583,,Mit navn er Viktor,Marianne Monteau (f. 1965)
47444888,9788758838748,Møgungerne - karamelkatastrofen aka dengang med Sigurd,Kim Langer
51658833,9788702171037,I medgang og medgang,Lone Kühlmann
52340691,9788758824048,The candy raiders,Christian Guldager
29648425,,Den fortabte helt,Rick Riordan
48151795,,Læs med landsholdet og Simon Kjær,Ole Sønnichsen
54761597,9788758832494,Den trofaste ven,J. R. Ward
50784940,,Et spørgsmål om penge,Anna Grue
50773671,,Hånden,Henning Mankell
28176422,,Det Levende Sværd,Cecilie Eken
38204491,9788792035592,En konges æt,Tonny Gulløv
27444563,9788764503012,En kort gennemgang af traktorens historie på ukrainsk,Marina Lewycka
62581956,,Lola omvendt,Monika Fagerholm
51196821,,FC Barcelona,Asker Hedegaard Boye
48100295,9789176332641,Damen som købte en bus og bare kørte,Judy Leigh
53576893,,Eventyr vrimlebog,Carolin Görtler
39074257,9788797163412,"""Det er bare at tage sig sammen""",Katrine Gisiger
53746667,,Klub 4 - tyve i natten,Per Østergaard (f. 1950)
28204760,,Hundrede år,Herbjørg Wassmo
54980647,,Mega vega,"Sara Ask,Lisa Bjärbo"
61636994,9788702351828,Byttedyr,Lise Villadsen (f. 1985)
52328616,,Biler,Troels Gollander
48607489,,Rivalen,Holly Brown
48500722,9788770304597,Straffes med døden,Allan Erik Mortensen
52339464,,En tyv på Nyø,Grete Wiemann Borregaard
54650965,9788758830773,Sorgens dyb,J. R. Ward
46352491,,Kig og snak om naturen,
26327997,,Dansens ekko,Marcia Willett
46069633,,Grå bier,Andrej Kurkov
29965110,,Jeg nægter,Per Petterson
50722511,,Knuste kranier,Nicole Boyle Rødtnes
53300170,9788740617863,Alt for tæt på,Abbi Glines (f. 1977)
52530253,,Hæklerier til babyværelset,Julie Egmont Glarbo
29142505,9788711403143,Iqbal Farooq og kronjuvelerne,Manu Sareen
50681769,,Flere fortællinger om bærfolket,Lene Kaaberbøl
46956567,,Beskidte milliarder,"Simon Bendtsen,Eva Jung,Michael Lund"
25697073,,Rødby-Puttgarden,Helle Helle
54082827,,De dødes skib,Rick Riordan
38513575,9788726482737,Alt det vi ikke vidste,Karen M. McManus
52371546,,Bedst til hest,Pernilla Gesén
46455622,,Lille Lola,Margareta Nordqvist
23436086,,Det syvende møde,Herbjørg Wassmo
39018314,9788758843506,Ryggen mod muren,Michael Kamp (f. 1974)
28929226,,Den glemte have,Kate Morton
51930932,,Den fortabte søn,Danielle Steel
47714168,,Skolen med magiske dyr - sød musik?!,Margit Auer
135286192,,Elven,Rosa Liksom
29764875,,Guldlok,Catarina Kruusval
51921364,,Søren og Mette leder efter Mis,Kirsten Koch Jensen
54516673,,Medusa - skjulte fjender,Nicole Boyle Rødtnes
61636005,,Hvis jeg havde en enhjørning,Gabby Dawnay
46301838,,Benny og den orange kæmpesquash,Alan C. Fox
48451071,9788726571004,Himlens helte,Danielle Steel
48671047,,5 minutter i godnat,
29058873,,Leg med din baby,"Lone Spliid,Mette Vainer Wegloop"
47273102,9788726096286,Kun floden løber frit,"Bodie Thoene,Brock Thoene"
48308686,9788253542799,Historiens værste seriemordere. 2,
27961207,,Norwegian wood,Haruki Murakami
29186936,9788779559554,1Q84. Bog 2,Haruki Murakami
48029752,,Klovnen der bare ikke var særlig sjov,Kim Fupz Aakeson
53878903,,Forbudt foto,Line Kyed Knudsen
29431191,,Maskiner på gården,Andrea Erne
48669638,,"Åh, se Jo Jo",Kirsten Ahlburg
62926287,,På skrå brædder og bonede gulve,Anne Marie Vessel Schlüter
52243505,,Klassiske eventyr,"J. L. K. Grimm,W. K. Grimm"
47572819,,Saga får en butik,Marie Duedahl
29547041,,"Muldvarpen, der ville vide, hvem der havde lavet lort på dens hoved",Werner Holzwarth
46301498,,"Se nu der, hvad katten har slæbt ind",Joy H. Davidson
53700942,,Vores klasse - Emil er en tyv,Sandra Schwartz
46598369,9788711905241,Hvalpebogen,Gwen Bailey
61699007,,John Lennon,Isabel Sánchez Vegara
38310488,9788726684650,En ny chance,Nils Finderup
39148269,9788726579307,Fem dage i Paris,Danielle Steel
53619207,,Godnatmatematik,Laura Overdeck
51116372,,Kaninens år,Stine Askov
53651909,,Throne of glass - midnatskronen,Sarah J. Maas
29402337,,Ondt vand,Inger Wolf
53899102,9788771650655,Divergent. 2,Veronica Roth
53250874,,Skatten,Sandra Schwartz
48191274,9788702200874,Helmig og kærligheden,Kirsten Jacobsen (f. 1942)
53997430,9788711765180,Det caribiske mysterium,Agatha Christie
46330951,,Gåden om fortidsdyr,Ina Fischer Andersen
46860993,,Anton i knibe,Jørn Jensen (f. 1946)
46114493,9788758834344,Dronningespil,J. R. Ward
53381006,,Kanin,Pat Jacobs
50768899,,Rim med familien Op & Ned - antonymer : Rim med familien Op & Ned - synonymer,Lotte Salling
38617249,,Strik - med struktur,Erika Knight
52055482,,Emmas pinlige og totalt hemmelige dagbog,Kirsten Ahlburg
52862566,,Simon lobber bolden,Jørn Jensen (f. 1946)
29607788,,Slagteren fra Lille Burma,Håkan Nesser
50623297,,Rødhætte,Catarina Kruusval
28253141,9788711397305,Pige i tyverne,Sophie Kinsella
52478200,,Ridderen som ikke ville slås,Helen Docherty
46213025,9788726130034,Kierkegaards univers,Johannes Sløk
53917062,9788741501758,Lasse-Leif har verdens klammeste far,Mette Finderup
135117897,,Brændende piger,C. J. Tudor
61357793,9788793752801,Den korte historie om England,James Hawes (f. 1960)
52815223,,Egern,Troels Gollander
47201969,,En mystisk gave,Camilla Wandahl
38686097,9788702306170,Villads fra Valby bygger en robot,Anne Sofie Hammer (f. 1972-02-05)
47435161,,Tyrannens gravkammer,Rick Riordan
46158458,,De 5 og cirkuskaravanen,Enid Blyton
61457542,,Mystisk efterårsferie,Enid Blyton
52413729,,De største fodboldlegender,Christian Mohr Boisen
46233816,,PJ Masks - de små ninjalinoer,
51625447,,Monster,Patrick Ness
52246105,,Det hvide mørke,Eva Maria Fredensborg
51151739,9788758817927,Oprører,Louise Haiberg
54801726,,Mbappé,Tommy Heisz
51591046,,Den sidste pilgrim,Gard Sveen
51198484,,Ramasjang mysteriet,Kristian Gintberg
28277393,,Rødt støv,Ann Cleeves
135153559,9788728433867,Den længste sommer,Lotte Dalgaard (f. 1967)
28290853,,Dødsspillet,Suzanne Collins
47917131,,Pottemagermarken,Andrea Camilleri
47756685,,Familiens store bog om videnskab!,Abigail Beall
29475393,,Ronaldo og Valde,Lars Bøgeholt Pedersen
52745810,9788771748567,Jeg så et mord,Agatha Christie
61992405,,Nødder og frø,Tobias Schmidt Hansen
29027641,,Undskyldningen,Hanne-Vibeke Holst
48143032,9788702254785,Det hemmelige samfund,Philip Pullman
51842545,,Lun islandsk strik,Anna Kristin Helgadóttir
28914504,,"Fik du is nok, Kim?","Grete Wiemann Borregaard,Tove Krebs Lange"
47230322,,Et møde med fortiden,Danielle Steel
62232447,,Bag forsiden,Poul Madsen (f. 1962-03-31)
39239213,,Ada Lovelace,Isabel Sánchez Vegara
62910593,,Generation 7/7,Emilie Stein
61785094,,Potte-mærket,Lauren Holowaty
29843503,,Kamp til stregen,Daniel Zimakoff
53839622,9788793575943,Low FODMAP diet - giver ro i maven 1,Stine Junge Albrechtsen
53819273,9788711863077,Ninja Niller - blodets bånd. Del 1,Rune Fleischer
135372811,,Søstrene fra Auschwitz,Roxane van Iperen
62098368,,Løft en flap - jeg ser en prinsesse!,
135869155,,Hvor hvide liljer gror,Jorid Mathiassen (f. 1965)
53708943,,Søde fristelser,Nora Roberts
53060722,9788702163940,Mustafas kiosk og andre rim for børn,
28709633,,Skammerens datter. Bind 1+2,Lene Kaaberbøl
53746683,,Klub 4 - skattejagt,Per Østergaard (f. 1950)
52557364,,Krigen indeni,Matilde Kimer (f. 1980)
54365454,9788711972700,Big hero 6 - Hiros helte,
52766346,9788799782727,Historien om 3,Stig Seberg
29275971,,Verdens grimmeste pige,Kim Fupz Aakeson
46776216,9788772146386,Team Gamer - et nyt hold,Natasja Erbillor
61572724,,Dyrk gratis mad,Huw Richards
39503999,,Pas dig selv,Lene Randorff
46209052,9788771714258,The Martian,Andy Weir
29363471,9788711393918,Før vi siger farvel,Jens Christian Grøndahl
