faust_number,isbn,book_title,book_author
61384081,,Urtid,Jeanette Varberg
52187168,,Nekos sværd,Peter Gotthardt
25924657,,Drageherren. Bind 1,
39261499,9788793982154,Forfra,Anders Langballe
51327071,9788740019186,De mørke mænd,Jens Henrik Jensen (f. 1963)
134497866,,Strøm,Michael Holbek
54097832,9788741503127,Nikkis dagbog - historier fra en ik' specielt populær party-pige,Rachel Renée Russell
47840635,,Søvn,C. L. Taylor
46519841,,Op i læ,Kirsten Ahlburg
61431829,9788712064176,Hændelsen,Annie Ernaux
53188451,,Papirprinsessen,Erin Watt
52342252,,Hæklede klude fra A til Ø,Gitte Gade
47577667,9788726319866,Panda,Sebastian Klein
135488941,9788702366693,Wimpy Kid. Bind 17,Jeff Kinney
29254087,9788763815802,Dødens terning,Kenneth Bøgh Andersen
135641472,,Rans vilje,Peder Frederik Jensen
54862636,,Mø er fin,Marie Duedahl
134490489,,Skye bliver stuntpilot,
48179134,9788702303872,Jagten på nazisternes guld,"Anne Sofie Hammer (f. 1972-02-05),Lise Bidstrup"
55113300,,Barsk bagedyst,Rosie Banks
46806832,9788793716353,Opdragelse uden skældud,Ross W. Greene
39423553,9788775718719,Når alt kommer for en dag,Katrine Wessel
38900501,9788726855791,My Little Pony,Marta Jamrógiewics
50957853,,Glimmerstranden,Rosie Banks
28396732,,Søs ser en ufo,Helle Dyhr Fauerholdt
53994156,,Hårdt prøvet,Lee Child
62157941,,Det vi ikke siger,Ella Carey
51294602,,Hævntørst,Karin Slaughter
53245730,,Liv har lus,Kirsten Ahlburg
53071023,,Aladdin,
38501674,,Holgis og far,Rasmus Seebach
48327133,,Klassikere fra Sandnes Garn,Merete Norheim
46213645,,Pensionatet ved verdens ende,Camilla Davidsson
53508308,,Sanitøren,Inger Gammelgaard Madsen
61565159,,Jorden under min mors fødder,Zeinab Mosawi (f. 1995)
53899501,9788771651102,Eventyrbogen,
47575001,9788763862615,Sommerfugleværelset,Lucinda Riley
51497155,9788740019278,Jeg er Malala,Malala Yousafzai (f. 1997)
48337503,,Magda vil hellere lege,Anne Sofie Hammer (f. 1972-02-05)
39333368,9788726594270,Disneys Frost 1 og 2,
38457608,,Bo ser en mås,Marie Duedahl
50503623,9788711376942,"Emmy - kære Kit, din kæreste lugter af fisketis",Mette Finderup
54769075,9788711960271,Danske mordgåder,Ole Schierbeck
52915686,,Det store stilehæfte : Beviset : Den tredje løgn,Agota Kristof
46572246,,"Drengen, der voksede op som hund","Bruce D. Perry,Maia Szalavitz"
53837743,9788741503349,Star Girl - koncert eller kirsebær,Nicole Boyle Rødtnes
55155410,9788726122947,Truet på livet,Torben Nielsen (f. 1918-04-22)
62710888,9788702356878,Vitello skal være storebror,Kim Fupz Aakeson
48643299,,Kun en kladde,Vibeke Marx
46399927,,Minder om fremtiden,Siri Hustvedt
53025242,,Vandreture i Danmark,Torben Gang Rasmussen
51109325,9788711335291,Alle for én!,Line Kyed Knudsen
52484979,9788711499382,Meldt til politiet,Eigil V. Knudsen
134911433,,Varieté - Eva og Anna,Søren Pilmark
61552294,,Monark og menneske,Thomas Larsen (f. 1964)
53978673,,De bortførte piger,Mary Lynn Bracht
52030854,9788702191646,Lagt på is,Elle Kennedy
53708927,,Det største eventyr,Nora Roberts
62928468,9788702366037,Fanden tage dig,Niels Frank (f. 1963)
48709559,,Det sidste gidsel,"Henrik Thomsen (f. 1958),Ole Sønnichsen"
54686188,,Klompelompe,"Torunn Steinsland,Hanne Andreassen Hjelmås"
50754529,,Sofia den første,Cathy Hapka
47822416,,Gå langt!,Gitte Holtze
46623266,9788726141405,Kongekabale,Niels Krause-Kjær
38486721,,Grøn mad,Louisa Lorang
48422306,,En torn i øjet,Julie Hastrup
51166744,9788702164619,Vitello gør en god gerning,Kim Fupz Aakeson
53103707,,Rotten,Sebastian Klein
51267532,,Drømmedalen,Rosie Banks
46878027,9788770184632,FC Barcelona,Per Straarup Søndergaard
61432094,,Nattens blomst,Nillou Zoey Johannsen (f. 1979)
38934791,,Krukke-køkkenhaven,Claus Dalby
38804863,,Kun dig,Melanie Harlow
48289622,9788740060768,Ny krop på 4 uger,Michelle Kristensen
62937173,,Byen og havet,Keld Conradsen
51792777,9788771073539,Dødens kunstner,Chris Carter
22629344,,Harry Potter og De Vises Sten,Joanne K. Rowling
53134203,,"Turen går til Mallorca, Menorca & Ibiza",Jytte Flamsholt Christensen
52601517,9788711710524,En dyrebar gave,Danielle Steel
48946879,9788740066425,Hvide blomster,Sissel-Jo Gazan
53975461,,Vuggesang,Leïla Slimani (f. 1981)
54166273,,Frihedens pris - en kort historie om menneskehjernen,Peter Lund Madsen
53775993,,Ea 3.a - må jeg være med?,Puk Krogsøe
51016246,,Svar hvis du kan høre mig,Ninni Schulman
46211286,,Carl er glad,Ida Jessen (f. 1964)
52228441,,Uglen dræber kun om natten,Samuel Bjørk (f. 1969)
39583356,,Dyrenes rekordbog,"Katharina Vestre (f. 1992),Linnea Vestre"
47917816,,Turen går til England & Wales,"Kim Wiesener,Kristoffer Flakstad"
135882305,,Huset på stranden,Sarah Jio
47441048,,Tættere end man tror,Brad Parks
27317812,,Ud og stjæle heste,Per Petterson
53537758,,"Løb, Mik!",Maria Rørbæk
52173787,,After. Del 4,Anna Todd
52206634,9788711579312,Find motivationen - den kommer ikke af sig selv,Xinxin Ren Gudbjörnsson
50673227,,Slagteren i Liseleje,Ane Riel
48287425,,Døde løver,Mick Herron (f. 1963)
47853265,,Kønslig omgang,Susanne Staun
46618645,,"Elsker, elsker ikke",Jennifer Weiner
62226447,,5 minutter i godnat,
62691999,,Berlins tavse barn,Ella Carey
52480175,,Jeppe scorer hat-trick,Jørn Jensen (f. 1946)
29562679,,Vinterlukket,Jørn Lier Horst
38942484,,Forår i Bulderby,Astrid Lindgren
52087309,9788711326558,Læserne i Broken Wheel anbefaler,Katarina Bivald
38967789,9788711985335,EM 2020,"Ole Sønnichsen,Jesper Roos Jacobsen"
51372751,,Kolesterolkogebogen,Anette Harbech Olesen
54679556,,Hvis der skulle komme et menneske forbi,Thomas Korsgaard (f. 1995)
46784472,,Tyrannosaurus rex,"Núria Roca,Alejandro Algarra"
52086949,9788711327142,En mors synd,Danielle Steel
27541666,9788776976187,Den du ikke ser,Mari Jungstedt
27236685,9788764502091,Ryd op i dit rod med Feng Shui,Karen Kingston
28664877,,"Det spøger, Sigge",Lin Hallberg
53314864,,Rent personligt,Lee Child
54365462,9788711964750,Vaiana,
38901516,,Skjult viden om dinosaurer,Sara Hurst
53008801,,Dobbeltgængeren,Tess Gerritsen
53126944,,Permakulturhaven,"Tycho Holcomb,Karoline Nolsø Aaen"
46415612,,Helle Erobreren,"Anders Morgenthaler,Marie Louise Tüxen"
46556992,,Løvernes konge,Christian Bach (f. 1979-02-06)
47647177,,En af os dræber,Karen M. McManus
53520103,,Lasse og politibilen,Johan Anderblad
48121551,9788702296822,Gennem glasvæggen,Henning Jensen (f. 1943)
47316529,,Find mig,André Aciman
52381363,9788711653579,De 5 er sammen igen,Enid Blyton
38759582,,Hyggeaften,Suzanne Francis
54152205,,Miks pil,Maria Rørbæk
51962230,,Alene i Paris,Jojo Moyes
53652743,,Skindød,Tess Gerritsen
52037794,,Fermentering,"Shane Peterson,Søren Ejlersen,Ditte Ingemann"
61717544,,Tullias verden,Kerstin Ekman
55099634,9788726066920,De dødes skib,Rick Riordan
28965761,,En tiger for en engel,Anne B. Ragde
48647928,,Nikkis dagbog - historier fra en ik' specielt hemmelig crushkatastrofe,Rachel Renée Russell
29474931,,Begravet i stilheden,Tove Alsterdal
53870430,,Woodwalkers - Carags forvandling,Katja Brandis (f. 1970)
29536058,9788702107944,Bavian,Naja Marie Aidt
61542892,,Frelseren fra Hvidovre,Kaspar Colling Nielsen (f. 1974)
62701897,,Fra asken,Lina Areklew (f. 1979)
51050487,9788763835862,Den forkerte død,Kenneth Bøgh Andersen
45991652,9788726111712,Blot til lyst,Hans-Henrik Ekner
51794737,,Brudeskibet,Jojo Moyes
46883691,9788711918715,Her var en mand,Jeffrey Archer
62454601,,Hertugindeprojektet,Sabrina Jeffries
50710734,,Jeppes kage,Barbro Lindgren
28966520,,Cirkeline bliver til,Hanne Hastrup
47172039,,"Karma, synkronicitet og mod",Rikke Hertz
50507254,,Hvor er Peter Pedal?,Cynthia Platt
46919823,,Pariseren,Isabella Hammad
54191529,9788702255690,Heksedronningen,Line Kyed Knudsen
48241204,9789176339022,Vejen til Warszawa,"Lotte Hammer,Søren Hammer"
135229377,,Efterfølgeren,Mikkel Birkegaard
53975623,,Hitman. Bind 1,Peter Krogholm
39335689,,Det er ikke min traktor,Fiona Watt
54495439,,Lun,"Thea Rytter,Jeanette Bøgelund Bentzen"
53687474,,Bro bro brille,Matthew Arlidge
47450357,,Sammen om sanserne,Ina Victoria Haller
39172046,,Pigen fra Vestkysten,Claudia Westh Lonning (f. 1977)
38869841,9788740070798,Kvinde set fra ryggen,Jesper Wung-Sung
54342888,9788726036237,Mindernes magt,Johanne Korch
29910189,,Kys mig nu!,Line Kyed Knudsen
62723971,,Rigmanden,Birgitte Wulff
54300662,,Lone Star,Mathilde Walter Clark
50651185,,Når gode mennesker handler ondt,Dorthe Birkmose
61481931,,One,Peter Schmeichel
53984223,,Frida Kahlo,Isabel Sánchez Vegara
39096285,,Jorden rundt med Katrine,Katrine Bille
48943861,,Verdens bedste ideer og et par sygt dårlige,Jacob Riising
135601306,,Den rebelske miss Bridgerton,Julia Quinn (f. 1970)
47561825,,Scotland Street,Samantha Young
53381286,,Laura og Julie bliver uvenner,Liane Schneider
50917592,9788771309676,K - erotiske noveller af kvinder,
48350135,9788726456509,Honninghistorier,
52039843,9788771749212,De 5 og de hemmelige fly,Enid Blyton
29440123,9788702135268,Elevatoren til jordens indre,Kasper Hoff
48307221,,Bo og Jo,Kirsten Ahlburg
52153182,9788771073485,Jeg er døden,Chris Carter
47593654,9788793772694,Vesten mod Vesten,Rune Lykkeberg
47468981,,Kasper og Sofie redder en tiger,Tor Åge Bringsværd
52924359,9788793584006,Mindfulness,Lise Baltzer
46145437,,Max ser et lam,Marie Duedahl
47209633,9788758838205,Er jeg smuk?,Michael Kamp (f. 1974)
48331742,9788702298079,En fortælling om sangfugle og slanger,Suzanne Collins
29310564,9788702098846,Prinsen,Line Kyed Knudsen
53350879,,Fra påskeæg til juleskæg,Lotte Salling
48288839,9788726393330,Pitbull,Anne Mette Hancock
51271017,,Hvor solen græder,Puk Damsgård Andersen
38615424,9788726655186,Pigen fra det store hvide skib,"Jesper Bugge Kold,Mich Vraa"
29311803,9788711411087,Pans hemmelighed,Michael Katz Krefeld
28905173,,Ensomme hjerters klub,"Lotte Hammer,Søren Hammer"
52632897,,Med kærlig hilsen,Ulla Terkelsen
53767117,,Spis tarmen sund - og tab dig,Stine Junge Albrechtsen
47216575,,Udenfor,Ritt Bjerregaard
47798027,,Kudos,Rachel Cusk
53369545,,Fuglene,Tarjei Vesaas
51828739,9788711468647,Moby Dick,Herman Melville
46417771,,Jeg skal tisse! siger Nora,Irene Marienborg
51385411,,Den stumme pige,"Michael Hjorth (f. 1963-05-13),Hans Rosenfeldt"
51024788,,Disse øjeblikke,Herbjørg Wassmo
54201419,,Ulven,Nele Neuhaus
46421604,,Dukkeværkstedet,Elizabeth Macneal
38854984,,Astrid Lindgrens sommerfortællinger,Astrid Lindgren
52851416,9788711728604,Fanget i en psykopats net,Henriette Dregaard Jensen (f. 1980)
24638707,,Peter Pedal i legetøjsbutikken,
54385889,9788726003062,Hjertebanken,Danielle Steel
61742603,,Britta,Emil Ellesøe Ditzel
47917042,,Vegansk grundkøkken,Johanne Mosgaard
54009135,,Død jord - rejsen til Zixo,Nicole Boyle Rødtnes
48677134,,Hverdagsvegetar,Ditte Ingemann
47181275,9788763852654,Søstrene fra Thy,Maria Helleberg
48192076,9788726259490,My little pony the movie - historien fra filmen - venskabsfestivalen,G. M. Berrow
61859292,,SalatTøsens sunde fyldige salater,Mette Løvbom
27355099,9788790100735,Bøvl med bandagerne,Dennis Jürgensen
46251393,9788726139792,Med hånden på rattet,Manal al-Sharif (f. 1979)
39285959,,En fars gave,Danielle Steel
47267641,,Simbas farlige rejse,Michael Kamp (f. 1974)
48763995,9788726625714,Skumfidusmaskinen,Bobbie Peers
47377838,9788726256338,Olaf venter på foråret,
52879035,9788711735565,Hvorfor mænd vil have sex og kvinder har brug for kærlighed,
51916085,9788702177848,Narnia - troldmandens nevø,C. S. Lewis
52215870,,Noget om Grace,Anthony Doerr
27662471,,Skovturen,
50590461,9788711386378,Neptuns søn,Rick Riordan
39567385,9788797270264,Venner og fjender,Zack Zombie
52941393,,Et rige af torne og roser,Sarah J. Maas
53670997,,Kasper og Sofie klæder sig ud,Tor Åge Bringsværd
134308907,,Dinosaurbanden - halloweenfesten,Lars Mæhle
53699669,9788711921074,Black notice. 2,Lotte Petri
48287581,9788770303644,Tænd for forbindelsen,Mette Carendi
52163927,,Alma syr en hat,Marie Duedahl
28919379,,Tor og Tim på nattur,Helle Dyhr Fauerholdt
52673550,,Langsom livsstil,Karen Pallisgaard (f. 1980)
50808211,9788711344361,Samlede skrøner fra et rejseliv,Jørn Riel
54916310,,Ført bag lyset,Meredith Duran
46301293,,Sådan spiller du Fortnite,Simon Randel Søndergaard
62994835,,Til paradis,Hanya Yanagihara (f. 1974)
50973581,,Så er der krig!,Line Kyed Knudsen
38242644,9788726706154,Fortjællinger fra blokken,
38714457,,Klara og solen,Kazuo Ishiguro
46199758,,Dengang Annie Thorne forsvandt,C. J. Tudor
52639069,,Et spor af safran,Rosanna Ley
26760453,,The secret - hemmeligheden,
53310893,9788702185348,Det sidste ønske,Andrzej Sapkowski
47236975,,Mørk hævn,Stav Sherez (f. 1970)
47435803,9788726261660,Dansk kriminalreportage. Årgang 1974,
52563933,,En ko og en so,Kirsten Ahlburg
48039049,9788726148688,Hertuginden,Danielle Steel
54115628,,Farligt efterspil,Jeffrey Archer
52683408,,Himmelbjørnens skov,Britt Karin Larsen (f. 1945)
48866654,9788741514390,Gurli Gris har fødselsdag,
48076548,9789176339060,Den fremmede pige,Daniel Silva
38907948,,"Gø nu, Po!",Lise Kloborg Pedersen
29142491,9788711403150,Iqbal Farooq og julesvineriet,Manu Sareen
29995338,,Tor på ski,Helle Dyhr Fauerholdt
39333279,9788726685008,Den hemmelige beundrer,
51488091,,Tor og Tim ser på rav,Helle Dyhr Fauerholdt
50597423,9788763829779,Krageungen,Bodil Bredsdorff
52783178,,Sund og rask med antiinflammatorisk kost,Sanna Ehdin Anandala (f. 1961)
135219797,,Patienten,Trude Teige
53840213,,Den spiselige permahave,Birgit Rothmann
135543632,,Ude,Ragnar Jónasson (f. 1976)
46413342,,De levende og de døde,Nele Neuhaus
39213737,,Kærlighed & bølgeskvulp,L. Sherman
134013427,,De nye begyndelsers hjem,Suzanne Snow
48431216,,Krageøen - et lille dyr til Pelle,Astrid Lindgren
52263697,,Jeg lader dig gå,Clare Mackintosh
51172612,9788711347904,Synd for dig,Line Kyed Knudsen
51318781,,Sam og Sigge og den lange rejse,Lin Hallberg
46486277,,Five feet apart,Rachael Lippincott
39323931,,Drages skøre dag,Dav Pilkey
51471997,9788740021615,Kællingen i Kraków,Jens Henrik Jensen (f. 1963)
29363323,9788702130560,Løbeild,Suzanne Collins
52666406,,Toscana tur og retur,Åsa Hellberg
52261767,,Rosa er vild med rosa,Marie Duedahl
54378998,,Seje frispark og beskidte tricks,Antoine Griezmann (f. 1991)
47363608,9788723544827,Pi er en bi,Randi Solvang
54947763,,En ikke-godkendt-af-byggetilsynet træhule på 65 etager (og som derfor skal rives ned!),Andy Griffiths
51730011,9788711442562,Stjernepigen,Line Kyed Knudsen
39273551,9788758845067,Niki Topgaard og vennerne - Niki og Jacob på kanotur,Kristoffer Jacob Andersen
53470025,,40 uger efter,Cana Buttenschøn
47353831,,Heimat,Nora Krug (f. 1977)
39517337,,Hæklet klassisk julepynt,"Heidi B. Johannesen,Pia H. H. Johannesen"
48709591,,Filmholdet,Danielle Steel
48263992,9788726312560,My little pony - Equestria girls - det magiske spejl,G. M. Berrow
52087090,9788711459782,Den våde fisk,Volker Kutscher
48666981,9788726234770,Enke i et år,John Irving
47463041,,Den store bog om superkræfter,Susanna Isern
29551480,,Jeg skal gøre dig så lykkelig,Anne B. Ragde
51288572,,Eventyrbogen,
52702828,,Fikkedik & Falderina,Marianne Iben Hansen
52330548,,Læseren i morgentoget,Jean-Paul Didierlaurent
62454393,9788758847245,Simba og spøgelseshuset,Michael Kamp (f. 1974)
62656212,,Sommergæsten,Anna Sundbeck Klav
39411962,,Med kærlig hilsen,Kate Clayborn
54116039,,Stjålne penge varer ikke længe,Jeffrey Archer
50981711,9788711343647,Iqbal Farooq and the Guiding Star,Manu Sareen
51614860,,Lad mig tage din hånd,Tove Alsterdal
54997523,9788702276688,Lotte kan nemlig alt - næsten,Astrid Lindgren
46952197,,Toy story 4,
48140114,,Barndom på landet,Helle Juhl
54463200,,En sidste melodi,Lisa Genova
47722527,9788740061628,Kvartsgeode,Sissel-Jo Gazan
38689827,,Op på det rigtige toilet,Anita Bijsterbosch
39283727,9788758845074,Niki og Jacob på kanotur,Kristoffer Jacob Andersen
52165172,,Snebjørnehjemmet,Rosie Banks
29878390,9788711370889,Hotel Vendôme,Danielle Steel
54249837,,Liva og Louis holder halloween,Ruth Wielockx
54069855,9788741503134,Nikkis dagbog - historier fra en ik' specielt populær party-pige,Rachel Renée Russell
54952643,9788740051049,Sundt blodtryk på 14 dage,"Jens Linnet (f. 1956-06-20),Jerk W. Langer"
53016820,,Find Dory,
29990921,9788711379417,41 fortællinger om folk i fædrelandets historie,Rikke Agnete Olsen (f. 1939)
24334562,,Gummi-Tarzan,Ole Lund Kirkegaard
62566086,,"Jørgen Pingvin bygger en hund, der hedder Arne",Sabine Lemire
54319711,9788799995585,Krigen har ikke et kvindeligt ansigt,Svetlana Aleksijevitj (f. 1948)
51257154,,På kanten af evigheden,Ken Follett
47301904,9788711919385,Skytsengel,Michael Katz Krefeld
48426247,9788771484090,Biavlerens datter,Santa Montefiore
51187725,,Boblevulkanen,Rosie Banks
29331235,,Rasmus Klumps ABC,Marianne Larsen (f. 1951)
53523080,9788711877227,Blækhat,Sissel-Jo Gazan
51704851,,Læring,Knud Illeris
46702476,,Isadora Moon i tivoli,Harriet Muncaster
39071746,9788702327977,"Mira - #fest, #løb, #fredag",Sabine Lemire
05131499,,Peter Pedal hænger i,H. A. Rey
61399003,,Velkommen til lillebror,Stephanie Blake (f. 1968)
48681999,,Vores sommer sammen,Jenny Han
53788114,,Tilgivelse,Yrsa Sigurðardóttir
27285058,,Peter Pedal går på akvarium,
29415331,9788758812113,Kærlighed ved første hik,Dennis Jürgensen
52557046,,Vegetar,Ditte Ingemann
135697893,9788793982604,Tårernes Europa,Lykke Friis
48540082,,Grønne madpakker,Louisa Lorang
53977634,9788711923771,Død på en varm onsdag,Erik Nørgaard (f. 1929)
53647448,,"Værsgo og spis, hr. Struganoff",Kim Fupz Aakeson
46219228,,Forsvindingsnumre,Amalie Langballe
47230268,9788726269338,Peter Pan,Christian Bach (f. 1979-02-06)
46588088,,Ruth-Viola med bindestreg,Gitte Løkkegaard
50609278,9788711378090,Athenes udvalgte,Rick Riordan
62436069,9788702366594,En utrolig venlig ven,Jeff Kinney
53984207,9788763855907,Den nye jarl,Lisa Kleypas
53945848,,Carl er sød,Ida Jessen (f. 1964)
53593615,9788711817872,Danmarks historie,Palle Lauring
51843886,,Fine & farverige perleplader - for hele familien,Lisbet Lücke Larsen
52785030,9788771298277,At leve,Hua Yu (f. 1960)
50710726,,Jeppes bold,Barbro Lindgren
47583047,9788726211665,Lad det stråle,
52944597,,Alle historierne om snøvsen,Benny Andersen (f. 1929)
39384779,,Mumitrolden og midsommermysteriet,Richard Dungworth
52951127,,Turen går til Schweiz,Linda Danielsen Røygaard
50832600,9788799610624,Historien om -,Stig Seberg
29418578,,Tor og Fut,Helle Dyhr Fauerholdt
51788966,,H.C. Andersens Prinsessen på ærten,Jens Andersen (f. 1955)
48330878,,Sjælerytterne - legenden vågner,Helena Dahlgren
51719476,,Sunde grønne retter,Anne Hjernøe
27953247,,Jeg ser dig,"Camilla Grebe,Åsa Träff"
52836735,,Første skoledag fra helvede,Karen Vad Bruun
54076037,,Enkeland,Karsten Skov
27929346,9788792165541,Fluernes herre,William Golding
29681546,9788758815558,Din for evigt,J. R. Ward
53292968,,De syv søstre,Lucinda Riley
47193931,9788793834446,Grib mig,Ginger Scott
54322763,,Jeg er vred!,Katie Douglass
29890501,9788711374320,Karla og Katrine,Renée Toft Simonsen
52989337,,En ko i kø,Helle Dyhr Fauerholdt
47821495,9788763863407,Fri agent,John Le Carré
29653399,9788711381526,Når løven jager,Wilbur A. Smith
51735552,,Bogen om  Pippi Langstrømpe,Astrid Lindgren
39378817,,52 uger med strømper,
52896614,9788711680889,Godnathistorier. 2,
135211044,,Detaljerne,Ia Genberg
52610052,,Traktoren og andre landbrugsmaskiner,Christine Baillet
51026586,,Jagthundene,Jørn Lier Horst
54161433,,Valmuemanden,Christian Frost
134168218,,En tilfældig nordmand,Lars Saabye Christensen (f. 1953)
46770935,,Tyrannosaurus rex,Anna Obiols
62691956,,Bag horisonten,Ella Carey
52669553,,Ukendte kyster,Arnaldur Indriðason
27629512,9788702048865,Alting og Ulla Vilstrup,Kim Fupz Aakeson
52086698,9788711452080,Eremitten,Thomas Rydahl
29158479,,Sværdets mester. Bog 1,Mette Finderup
52088569,,De uegnede,"Michael Hjorth (f. 1963-05-13),Hans Rosenfeldt"
62954027,9788702358667,Fra i nat sover jeg på taget,Jens Christian Grøndahl
54791135,9788712056911,Huset på klippen,Elly Griffiths
39510324,,Havets magi - fjender på Ravnø,Nicole Boyle Rødtnes
38759574,,Et ægte eventyr,John Edwards
52522234,9788711514634,Den franske greve,Victoria Holt
53975631,,Spionernes hus,Daniel Silva
62270411,,Bare på besøg,Beth O'Leary
46006232,,Forstå din søvn,Birgitte Rahbek Kornum
48190731,9788762522633,Frøken Ignora eksploderer,Katrine Marie Guldager
46966279,9788726032024,Dyrenes rekordbog,Lars Thomas
39576813,,Tæt på ækvator,Annette Danielsen
47780349,,"Gravemaskiner, lastbiler og kraner",Christina Braun
38640852,,Det smukke mysterium,Louise Penny
38736213,,Må vi ro?,Karina Jansen
136142135,9788727024172,Sallys far er skidesjov,Thomas Brunstrøm
54157029,9788702267570,"Klar til start, Sigge",Lin Hallberg
61564101,,Legender fra Odysïa - månebibliotekets forbandelse,Lakserytteren
61349707,9788727006277,Kaptajn Underhyler i farver - kantinedamerne fra det ydre rum går amok,Dav Pilkey
61875816,,Frost,
39555786,,Alle tiders bøger vi læser igen,
54690355,,Brandbilen,Susanne Gernhäuser
47201454,,Magtfulde mikrober,Oluf Borbye Pedersen
54815433,9788702260908,Det tidlige forår,Tove Ditlevsen
46249542,,Laura på bondegården,Liane Schneider
48156673,9788702108446,Nordkraft,Jakob Ejersbo
48582737,9788770188890,Robinson Crusoe,Daniel Defoe
29452849,,Lars på potte,Linne Bie
48351786,,Ib og ti is,Kirsten Ahlburg
134790784,,Falske perler og brændte hjerter,Ewa Klingberg
47361281,,Strikkesaga,Tove Richter
46059409,9788702283358,Ørkenfeber,Søren Jessen (f. 1963)
46582314,,Lær at ride med Sigge - tips og tricks til begyndere,Lin Hallberg
62682698,9788775710478,Kvindefantasier IV,Elisa Lykke
48163165,,Mr. Woolf,Jan Kjærstad
48086314,9788771484014,Tusind stjerner og dig,Isabelle Broom (f. 1979)
52035260,,Fisk har ingen fødder,Jón Kalman Stefánsson
47573572,9788797094495,Stenens tid,Johan Ottosen (f. 1968-12-06)
62913975,,Amdi bliver til,Rune Skyum-Nielsen
52173434,,Banesår,Thomas Enger
52321468,9788711623022,50 klassikere,Steen Bachmann
54102909,,One pot,Mette Mølbak
53847714,9788702248265,De dør begge til sidst,Adam Silvera
54078188,,"Hvis De lige vil sidde helt stille, frue, dr. Jacobsen er ny på afdelingen",Steffen Jacobsen (f. 1956)
48864171,,Battle royale - en storm af kugler,Michael Kamp (f. 1974)
39617617,,Kan hun selv gå herhen?,Malene Schwartz
54365578,9788711976746,Inderst inde,
53310435,9788771771442,Den kroniske uskyld,Klaus Rifbjerg
61358781,,Falsk anklage?,Sara Ejersbo
39471728,9788702281040,Store Kongensgade 23,Søren Ulrik Thomsen (f. 1956)
46276388,,Wundersmeden,Jessica Townsend
39010593,9788726917529,Den lille guide til opsparing,Jane Ibsen Piper
51099842,,ABC,Knud Romer
54241348,9788726036039,Ingen returbillet,Maria Lang
46395921,,Byggepladsen vrimlebog,Max Walther
61729062,,Flere historier fra caféen i Cornwall,Lucy Diamond (f. 1970)
48008372,,Mysteriet om hullet i væggen,Camilla Brinck
26285283,,Den som blinker er bange for døden,Knud Romer
52808537,9788799611195,Den magiske nom,Jan Kjær (f. 1971)
61489274,,Boldens meget store bog om dinosaurer,
53043089,9788702224368,Axel elsker biler,
38310208,9788726775792,Når isen brister,
53740790,9788740043716,Pruttebukser og båthorn,Lars Daneskov
47023807,,Simones perlebog,"Simone Thorup Eriksen,Haley Sophie Thorup Eriksen"
46651944,9788771483345,Den franske gartner,Santa Montefiore
53448321,,Viola er vild,Marie Duedahl
52656222,9788711716571,Opkald fra en engel,Guillaume Musso
27251420,9788764502404,Blind vej,Steen Harvig
46259394,,Du må aldrig glemme mig,Mhairi McFarlane (f. 1976)
52685869,9788711709108,Iqbal Farooq og det grønne julemonster,Manu Sareen
46618009,9788726198645,Isadora Moon på udflugt,Harriet Muncaster
46024028,9788740053722,Keto,Jane Faerber
135976407,,Natjæger,"Line Holm,Stine Bolther"
28719108,,Tor og Tim i en å,Helle Dyhr Fauerholdt
54498055,,De loyale,Delphine de Vigan
39495449,,Grundtvig er død,Laura Ringo (f. 1990)
53127258,,Se den lille kattekilling,
52325145,9788711585566,Rideturen,Line Kyed Knudsen
54157177,9788711975114,Rasmus Klump i syvsoverland,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)"
51384385,,Miks bil,Maria Rørbæk
48219705,,Turen går til New York,Minna Skau
135405337,,Kærlighedens skygger,Diane Chamberlain
28427263,,På eventyr med Sigge,Lin Hallberg
54009046,,Landsholdet,Tommy Heisz
48170471,9788758840093,Blodige Mary,Michael Kamp (f. 1974)
51857046,,Prinsesse Enhjørning - Storskovens vogter,Peter Gotthardt
26326591,,Lindormen,Josefine Ottesen
55114307,9788726117936,Den mystiske Mr. Quin,Agatha Christie
46913574,,Isadora Moon laver vintermagi,Harriet Muncaster
24733165,,Hodja fra Pjort,Ole Lund Kirkegaard
136197614,,Rejsen hjem,Kate Morton
38917056,9788726845020,Sort angst,"Camilla Grebe,Åsa Träff"
134155124,,Ditlevsen,Jens Andersen (f. 1955)
52668654,9788758824352,Fisseministeren,Lise Bidstrup
62264594,,Det er bare en fase,Julia Lahme
48294138,,Sommerfuglehave,"Michael Stoltze,Mona Klippenberg,Susan Trolle"
46971531,,De taknemmelige,Delphine de Vigan
51966058,,"Du og jeg, Sigge",Lin Hallberg
50706818,,For altid Sigge,Lin Hallberg
39440415,9788726701982,Universets beskyttere,
51204328,9788763837088,Sommernattens hemmeligheder,Lisa Kleypas
47366275,,Vi elsker stadig Berlin,Sissel-Jo Gazan
48696309,,Hedeselskabet,Malte Tellerup (f. 1989)
24334511,,Lille Virgil,Ole Lund Kirkegaard
22254901,,Flunkerne er over os,
53917097,9788741501802,Lasse-Leif og ostemadsmonstret,Mette Finderup
38590235,,Papegøjehelikopteren,Bobbie Peers
53940951,9788702235906,Heksefeber,Leif Esper Andersen (f. 1940)
51362241,,Vildheks. Bind 6,Lene Kaaberbøl
46459407,9788726145243,Dragens offer,
